Variable Label,Risk,Cluster Labels,Cluster Name,Thresh1,Thresh2,Thresh3,Thresh4,Domain,Topic,Variable Name,age,min,max,gender,male,race,American Indian and Alaska Native,Asian,Black or African American,Hispanic or Latino,Two or more races,Native Hawaiian and other Pacific Islander,White,Some other race,Score,county,zip,census,nonveteran,veterans,weight,veteran_status
"Total number of people living with diagnosed HIV at the end of the year per 100,000, Asian (ages 13 and over)",Disease Risk,0,HIV Occurence,0.0,62.2,117.7,697.4,5. Healthcare context,Health outcomes,CDCAP_HIVDIAG_ASN_RATE_ABOVE13,No,inf,-1.0,No,-1.0,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total number of persons with HIV diagnosed during the year per 100,000 population (ages 13 and over)",Disease Risk,0,HIV Occurence,0.0,9.0,19.6,167.7,5. Healthcare context,Health outcomes,CDCAP_HIV_RATE_ABOVE13,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total number of people living with diagnosed HIV at the end of the year per 100,000, American Indian and Alaska Native (ages 13 and over)",Disease Risk,0,HIV Occurence,0.0,0.0,400.8,1117.3,5. Healthcare context,Health outcomes,CDCAP_HIVDIAG_AIAN_RATE_ABOVE13,No,inf,-1.0,No,-1.0,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total number of people living with diagnosed HIV at the end of the year per 100,000, Black non-Hispanic (ages 13 and over)",Disease Risk,0,HIV Occurence,0.0,893.0,1330.3,13668.8,5. Healthcare context,Health outcomes,CDCAP_HIVDIAG_BLK_RATE_ABOVE13,No,inf,-1.0,No,-1.0,Yes,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total number of people living with diagnosed HIV at the end of the year per 100,000, White non-Hispanic (ages 13 and over)",Disease Risk,0,HIV Occurence,0.0,134.4,285.4,1925.4,5. Healthcare context,Health outcomes,CDCAP_HIVDIAG_WHT_RATE_ABOVE13,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total number of males living with diagnosed HIV at the end of the year per 100,000 (ages 13 and over)",Disease Risk,0,HIV Occurence,0.0,421.6,859.7,5894.4,5. Healthcare context,Health outcomes,CDCAP_HIVDIAG_M_RATE_ABOVE13,No,inf,-1.0,Yes,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total avoidable heart disease and stroke deaths per 100,000 Hispanic population (ages 74 and below)",Disease Risk,1,Heart Disease ,0.0,35.5,48.0,138.5,5. Healthcare context,Health outcomes,CDCA_PREV_DTH_HISP_RATE_BELOW74,No,inf,-1.0,No,-1.0,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total avoidable heart disease and stroke deaths per 100,000 population (ages 74 and below)",Disease Risk,1,Heart Disease ,13.1,58.3,74.1,210.2,5. Healthcare context,Health outcomes,CDCA_PREV_DTH_RATE_BELOW74,Yes,0.0,74.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total avoidable heart disease and stroke deaths per 100,000 Black non-Hispanic population (ages 74 and below)",Disease Risk,1,Heart Disease ,0.0,97.7,121.9,452.6,5. Healthcare context,Health outcomes,CDCA_PREV_DTH_BLACK_RATE_BELOW74,No,inf,-1.0,No,-1.0,Yes,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total avoidable heart disease and stroke deaths per 100,000 White non-Hispanic population (ages 74 and below)",Disease Risk,1,Heart Disease ,14.6,55.7,72.0,183.3,5. Healthcare context,Health outcomes,CDCA_PREV_DTH_WHITE_RATE_BELOW74,No,inf,-1.0,No,-1.0,Yes,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total high blood pressure hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",Disease Risk,1,Heart Disease ,0.6,12.3,15.8,37.0,5. Healthcare context,Health outcomes,CDCA_BLOOD_HOSP_RATE_ABOVE65,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Crude prevalence of adults aged 18 years and older with high blood pressure taking medicine for high blood pressure control (%),Disease Risk,1,Heart Disease ,9.4,75.4,78.6,92.8,5. Healthcare context,Health Behaviors,CDCP_BLOOD_MED_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Age-adjusted prevalence of adults aged 18 years and older with high blood pressure taking medicine for high blood pressure control (%),Disease Risk,1,Heart Disease ,46.2,57.2,59.9,71.9,5. Healthcare context,Health Behaviors,CDCP_BLOOD_MED_ADULT_A,Yes,18.0,inf,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Age-adjusted prevalence of adults aged 18 years and older who report having their cholesterol checked within the previous 5 years (%),Disease Risk,1,Heart Disease ,67.2,85.0,87.0,91.0,5. Healthcare context,Health Behaviors,CDCP_CHOLES_SCR_ADULT_A,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Crude prevalence of adults aged 18 years and older who report having been told by a doctor, nurse, or other health professional that they had high cholesterol (%)",Disease Risk,1,Heart Disease ,6.2,33.1,36.3,52.3,5. Healthcare context,Health Outcomes,CDCP_CHOLES_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
"Crude prevalence of adults aged 18 years and older who report having been told by a doctor, nurse, or other health professional that they had high cholesterol (%)",Disease Risk,1,Heart Disease ,6.2,33.1,36.3,52.3,5. Healthcare context,Health Outcomes,CDCP_CHOLES_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
"Age-adjusted prevalence of adults aged 18 years and older who report having been told by a doctor, nurse, or other health professional that they had high cholesterol (%)",Disease Risk,1,Heart Disease ,20.7,28.8,30.7,36.9,5. Healthcare context,Health Outcomes,CDCP_CHOLES_ADULT_A,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Crude prevalence of adults aged 18 years and older who report having their cholesterol checked within the previous 5 years (%),Disease Risk,1,Heart Disease ,50.1,86.1,88.8,98.2,5. Healthcare context,Health Behaviors,CDCP_CHOLES_SCR_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
"Total number of tuberculosis diagnoses per 100,000 population",Disease Risk,2,Lung Diseases,0.6,3.1,5.6,119.7,5. Healthcare context,Health outcomes,CDCAP_TUBERCULOSIS_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Crude prevalence of current asthma among adults aged 18 years and older (%),Disease Risk,2,Lung Diseases,4.9,9.7,10.8,21.5,5. Healthcare context,Health Outcomes,CDCP_ASTHMA_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Age-adjusted prevalence of current asthma among adults aged 18 years and older (%),Disease Risk,2,Lung Diseases,7.2,9.5,10.4,14.3,5. Healthcare context,Health Outcomes,CDCP_ASTHMA_ADULT_A,Yes,18.0,inf,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Crude prevalence of adults aged 18 years and older who report ever having been told by a doctor, nurse, or other health professional that they had chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis (%)",Disease Risk,2,Lung Diseases,1.0,7.3,9.7,28.4,5. Healthcare context,Health Outcomes,CDCP_PULMONARY_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Total cancer incidence in the county,Disease Risk,4,Cancer Risk,16.0,7070.0,28901.0,201547.0,5. Healthcare context,Health Outcomes,CDC_USCS_TOT_INC_COUNT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Crude prevalence of arthritis among adults aged 18 years and older (%),Disease Risk,5,Arthritis Risk,2.5,26.7,31.3,53.9,5. Healthcare context,Health Outcomes,CDCP_ARTHRITIS_ADULT_C,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of housing units lacking complete plumbing facilities,Housing Challenges,0,Housing Accessibility,0.0,1.43,5.12,100.0,4. Physical infrastructure,Housing,ACS_PCT_HU_PLUMBING,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of housing units lacking complete kitchen facilities,Housing Challenges,0,Housing Accessibility,0.0,2.17,5.93,100.0,4. Physical infrastructure,Housing,ACS_PCT_HU_KITCHEN,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of housing in structures with 10 or more units,Housing Challenges,0,Housing Accessibility,0.0,2.25,16.09,100.0,4. Physical infrastructure,Housing,ACS_PCT_10UNITS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of housing units with more than one occupant per room,Housing Challenges,0,Housing Accessibility,0.0,1.57,4.454000000000088,100.0,4. Physical infrastructure,Housing,ACS_PCT_1UP_PERS_1ROOM,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Median year structure built of housing units,Housing Challenges,0,Housing Accessibility,0.0,1975.0,1986.0,2014.0,4. Physical infrastructure,Housing,ACS_MEDIAN_YEAR_BUILT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Total housing units,Housing Challenges,0,Housing Accessibility,76457.0,1694.0,1171.0,0.0,4. Physical infrastructure,Housing,ACS_TOT_HU,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of housing units that are mobile homes,Housing Challenges,0,Housing Accessibility,0.0,1.87,14.91,100.0,4. Physical infrastructure,Housing,ACS_PCT_HU_MOBILE_HOME,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of renter-occupied housing units occupied by householders aged 65 and above,Housing Challenges,1,Living Conditions,0.0,14.67,26.32,100.0,4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_ABOVE65,Yes,65.0,inf,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Median home value of owner-occupied housing units (dollars),Housing Challenges,1,Living Conditions,2000001.0,178200.0,106800.0,9999.0,4. Physical infrastructure,Housing,ACS_MEDIAN_HOME_VALUE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of renter-occupied housing units with more than one occupant per room,Housing Challenges,1,Living Conditions,100.0,9.13,0.0,0.0,4. Physical infrastructure,Housing,ACS_PCT_1UP_RENT_1ROOM,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units: rented,Housing Challenges,1,Living Conditions,0.0,25.26,50.19,100.0,4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of owner-occupied housing units with more than one occupant per room,Housing Challenges,1,Living Conditions,0.0,0.69,2.9,100.0,4. Physical infrastructure,Housing,ACS_PCT_1UP_OWNER_1ROOM,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of renter-occupied housing units with rent equal to 50 percent or more of household income,Housing Challenges,1,Living Conditions,0.0,20.34,32.88,100.0,4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_COST_50PCT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units: owner-occupied,Housing Challenges,1,Living Conditions,0.0,74.74,86.16,100.0,4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of renter-occupied housing units with rent equal to 30 percent or more of household income,Housing Challenges,1,Living Conditions,0.0,45.07,59.71,100.0,4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_COST_30PCT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of owner-occupied housing units with selected monthly owner costs equal to 30 percent or more of household income,Housing Challenges,1,Living Conditions,0.0,20.07,28.93,100.0,4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU_COST_30PCT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of owner-occupied housing units with selected monthly owner costs equal to 50 percent or more of household income,Housing Challenges,1,Living Conditions,0.0,7.68,12.81,100.0,4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU_COST_50PCT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Median selected monthly owner costs for houses without a mortgage (dollars),Housing Challenges,1,Living Conditions,99.0,481.0,703.0,1501.0,4. Physical infrastructure,Housing,ACS_MDN_OWNER_COST_NO_MORTG,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,Yes,No,1.0,-1
Median selected monthly owner costs for houses with a mortgage (dollars),Housing Challenges,1,Living Conditions,368.0,1364.0,2106.4000000000087,4001.0,4. Physical infrastructure,Housing,ACS_MDN_OWNER_COST_MORTGAGE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
"Percentage of occupied housing units with bottled, tank, or LP gas",Housing Challenges,2,Home Fuel Usage,100.0,2.55,0.47,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_BOT_TANK_LP_GAS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units without fuel,Housing Challenges,2,Home Fuel Usage,0.0,0.0,1.72,100.0,4. Physical infrastructure,Housing,ACS_PCT_HU_NO_FUEL,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with other heating fuel,Housing Challenges,2,Home Fuel Usage,100.0,1.8789999999999416,0.0,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_OTHER,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with utility gas heating,Housing Challenges,2,Home Fuel Usage,100.0,43.645,7.98,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_UTILITY_GAS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with fuel oil heating,Housing Challenges,2,Home Fuel Usage,100.0,9.78,0.0,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_OIL,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with coal or coke heating,Housing Challenges,2,Home Fuel Usage,26.13,2.01,0.0,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_COAL,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with wood heating,Housing Challenges,2,Home Fuel Usage,100.0,6.81,0.0,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_WOOD,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with electricity heating,Housing Challenges,2,Home Fuel Usage,100.0,28.15,11.01,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_ELEC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Percentage of occupied housing units with solar energy,Housing Challenges,2,Home Fuel Usage,48.02,1.09,0.0,0.0,4. Physical infrastructure,Housing,ACS_PCT_HU_SOLAR,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
Minority Health Social Vulnerability Index: Percentile ranking for housing/transportation theme,Housing Challenges,3,Housing Vulnerability Index,0.0,0.65,0.85,1.0,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME4_HH_TRANS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Social Vulnerability Index: Percentile ranking for housing/transportation theme,Housing Challenges,3,Housing Vulnerability Index,0.0,0.47,0.77,1.0,1. Social context,Socioeconomic Disadvantage Indices,CDCSVI_RPL_THEME4_HH_TRANS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,No,No,1.0,0
Estimated amount of damage to property incurred by the storm events during the year (Dollar),Housing Challenges,3,Housing Vulnerability Index,0.0,67000.0,840000.0,7000068000.0,4. Physical infrastructure,Environment,NOAAS_PROPERTY_DAMAGE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Minority Health Social Vulnerability Index: Percentile ranking for household composition theme,Housing Challenges,3,Housing Vulnerability Index,0.0,0.33,0.64,1.0,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME2_HH_COMP,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of deaths directly caused by storm events during the year,Climate Risk,0,Natual Calamities,0.0,0.0,3.0,48.0,4. Physical infrastructure,Environment,NOAAS_TOT_DEATHS_DIRECT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of deaths indirectly caused by storm events during the year,Climate Risk,0,Natual Calamities,0.0,0.0,1.0,28.0,4. Physical infrastructure,Environment,NOAAS_TOT_DEATHS_INDIRECT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of injuries directly caused by storm events during the year,Climate Risk,0,Natual Calamities,0.0,0.0,6.0,173.0,4. Physical infrastructure,Environment,NOAAS_TOT_INJURIES_DIRECT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of injuries indirectly caused by storm events during the year,Climate Risk,0,Natual Calamities,0.0,0.0,14.0,100.0,4. Physical infrastructure,Environment,NOAAS_TOT_INJURIES_INDIRECT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Estimated amount of damage to property incurred by the storm events during the year (Dollar),Climate Risk,0,Natual Calamities,0.0,67000.0,840000.0,7000068000.0,4. Physical infrastructure,Environment,NOAAS_PROPERTY_DAMAGE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of storm events,Climate Risk,0,Natual Calamities,1.0,25.0,60.0,466.0,4. Physical infrastructure,Environment,NOAAS_TOT_STORMEVENT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of wildfires,Climate Risk,0,Natual Calamities,0.0,0.0,5.0,45.0,4. Physical infrastructure,Environment,NOAAS_TOT_WILDFIRE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of heat events,Climate Risk,1,High Temperature,0.0,0.0,6.0,63.0,4. Physical infrastructure,Environment,NOAAS_TOT_HEAT_EVENTS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of weeks of cumulative moderate drought or worse per year,Climate Risk,1,High Temperature,0.0,27.0,47.0,106.0,4. Physical infrastructure,Environment,NEPHTN_NUMDROUGHT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Maximum number of consecutive weeks of cumulative moderate drought or worse per year,Climate Risk,1,High Temperature,0.0,12.0,21.0,75.0,4. Physical infrastructure,Environment,NEPHTN_MAXDROUGHT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Percentage of days with PM2.5 levels over the national ambient air quality standard (monitored values only),Climate Risk,2,Air Quality,0.0,0.0,2.7,17.4,4. Physical infrastructure,Environment,NEPHTN_PCT_MONPD_PM25,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Percentage of days with good air quality,Climate Risk,2,Air Quality,100.0,82.69,60.93,3.83,4. Physical Infrastructure,Environment,AHRF_PCT_GOOD_AQ,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of hospitals with alcohol and/or drug abuse inpatient care per 1,000 population",healthcare access risk,0,Substance Abuse Rehab Centers,1.0,0.01,0.0,0.0,,,POS_HOSP_ALC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of hospitals with alcohol and/or drug abuse inpatient care,healthcare access risk,0,Substance Abuse Rehab Centers,41.0,7.0,0.0,0.0,,,POS_TOT_HOSP_ALC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of hospitals with rehabilitative care,healthcare access risk,0,Substance Abuse Rehab Centers,39.0,2.0,1.0,0.0,,,POS_TOT_HOSP_REHAB,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term general hospitals with airborne infection isolation rooms,healthcare access risk,1,Airborne Isolation Centers,47.0,2.0,1.0,0.0,,,AHRF_TOT_ARBRNE_ST_G_ISO_HOSPS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of airborne infection isolation rooms in short-term general hospitals per 1,000 population",healthcare access risk,1,Airborne Isolation Centers,4.52,0.11,0.03,0.0,,,AHRF_ARBRNE_ST_G_ISO_ROOMS_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of airborne infection isolation rooms in short-term, non-general, and long-term hospitals",healthcare access risk,1,Airborne Isolation Centers,232.0,46.0,0.0,0.0,,,AHRF_TOT_ARBRNE_STNGLT_ISO_ROOM,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of airborne infection isolation rooms in short-term, non-general, and long-term hospitals per 1,000 population",healthcare access risk,1,Airborne Isolation Centers,0.6,0.03,0.0,0.0,,,AHRF_ARBRNE_STNGLT_ISO_ROOM_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of airborne infection isolation rooms in short-term general hospitals,healthcare access risk,1,Airborne Isolation Centers,804.0,29.0,1.0,0.0,,,AHRF_TOT_ARBRNE_ST_G_ISO_ROOMS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Minority Health Social Vulnerability Index: Percentile ranking for health care infrastructure/access theme,healthcare access risk,2,Minority Healthcare Facilities,1.0,0.44,0.22,0.0,,,MHSVI_RPL_THEME5_HCI_ACCESS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Minority Health Social Vulnerability Index: Percentile ranking for medical vulnerability theme,healthcare access risk,2,Minority Healthcare Facilities,1.0,0.28,0.07,0.0,,,MHSVI_RPL_THEME6_MV,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of Rural Health Clinics (RHCs),healthcare access risk,2,Minority Healthcare Facilities,74.0,6.0,0.0,0.0,,,POS_TOT_RHC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
